"case_id","persona","p","risky_reward","certain_reward","model","template","age","cancer_type","answer_choice","answer_meaning","reason"
"p_1.00_ce_1000_patient_colorectal_cancer_70_reversed","patient",1.0,1000,1000,"gpt-4.1-mini","reversed",70,"colorectal_cancer","Option A","certain","Both options provide the same certainty and outcome, but Option A's wording feels more definitive and reassuring for my peace of mind."
"p_0.50_ce_0_patient_breast_cancer_50_forward","patient",0.5,1000,0,"gpt-4.1-mini","forward",50,"breast_cancer","Option A","risky","I prefer to take the chance for a meaningful recurrence-free period rather than accept a guaranteed outcome of no recurrence-free days."
"p_0.50_ce_0_doctor_prostate_cancer_50_reversed","doctor",0.5,1000,0,"gpt-4.1-mini","reversed",50,"prostate_cancer","Option B","risky","I prefer to take the chance for a significant recurrence-free period rather than accept a guaranteed lack of benefit."
"p_0.50_ce_1000_doctor_prostate_cancer_60_reversed","doctor",0.5,1000,1000,"gpt-4.1-mini","reversed",60,"prostate_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to maximize my quality of life without risking losing that time."
"p_0.00_ce_500_patient_colorectal_cancer_70_forward","patient",0.0,1000,500,"gpt-4.1-mini","forward",70,"colorectal_cancer","Option B","certain","I prefer certainty of 500 recurrence-free days over the possibility of 1000 days with zero chance, as it guarantees some quality time."
"p_0.50_ce_1000_doctor_gstric_cancer_80_reversed","doctor",0.5,1000,1000,"gpt-4.1-mini","reversed",80,"gstric_cancer","Option A","certain","At my age, certainty and stability in recurrence-free days is more valuable than taking a risk for the same outcome."
"p_0.50_ce_1000_family_colorectal_cancer_50_reversed","family",0.5,1000,1000,"gpt-4.1-mini","reversed",50,"colorectal_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days to avoid the risk of no benefit from the treatment."
"p_1.00_ce_0_patient_breast_cancer_80_forward","patient",1.0,1000,0,"gpt-4.1-mini","forward",80,"breast_cancer","Option A","risky","I would choose the drug that guarantees 1000 recurrence-free days to maximize quality and length of life despite the circumstances."
"p_0.50_ce_500_doctor_colorectal_cancer_50_forward","doctor",0.5,1000,500,"gpt-4.1-mini","forward",50,"colorectal_cancer","Option A","risky","I am willing to take the risk for a chance at significantly longer recurrence-free survival rather than settling for a guaranteed shorter duration."
"p_0.50_ce_500_family_gstric_cancer_60_forward","family",0.5,1000,500,"gpt-4.1-mini","forward",60,"gstric_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit with the 50% chance in Option A."
"p_0.00_ce_0_doctor_lung_cancer_60_forward","doctor",0.0,1000,0,"gpt-4.1-mini","forward",60,"lung_cancer","Option B","certain","Since Option A offers no chance of benefit, I prefer the certainty of Option B, avoiding false hope and focusing on quality of life."
"p_1.00_ce_500_doctor_lung_cancer_70_forward","doctor",1.0,1000,500,"gpt-4.1-mini","forward",70,"lung_cancer","Option A","risky","I prefer the certainty of a longer recurrence-free period to maximize quality time without cancer, even if the outcome seems riskier to others."
"p_0.00_ce_1000_patient_colorectal_cancer_60_reversed","patient",0.0,1000,1000,"gpt-4.1-mini","reversed",60,"colorectal_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days rather than taking a risk with no chance of benefit."
"p_0.50_ce_1000_family_gstric_cancer_50_forward","family",0.5,1000,1000,"gpt-4.1-mini","forward",50,"gstric_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days rather than taking a 50% risk, valuing stability in treatment outcomes."
"p_0.00_ce_500_patient_gstric_cancer_80_reversed","patient",0.0,1000,500,"gpt-4.1-mini","reversed",80,"gstric_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all."
"p_0.50_ce_500_patient_breast_cancer_80_reversed","patient",0.5,1000,500,"gpt-4.1-mini","reversed",80,"breast_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting nothing with a 50% chance."
"p_0.50_ce_1000_doctor_lung_cancer_60_reversed","doctor",0.5,1000,1000,"gpt-4.1-mini","reversed",60,"lung_cancer","Option A","certain","I prefer certainty in treatment outcomes to maximize my recurrence-free days without risking a 50% chance of no benefit."
"p_0.00_ce_0_doctor_prostate_cancer_80_reversed","doctor",0.0,1000,0,"gpt-4.1-mini","reversed",80,"prostate_cancer","Option A","certain","Option A guarantees no recurrence-free days but with certainty, while Option B offers no chance at all, so I prefer the known outcome over no possibility of benefit."
"p_0.50_ce_500_family_lung_cancer_80_reversed","family",0.5,1000,500,"gpt-4.1-mini","reversed",80,"lung_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit with a 50% chance, valuing guaranteed quality time over potential longer but uncertain outcomes."
"p_0.00_ce_500_family_gstric_cancer_80_forward","family",0.0,1000,500,"gpt-4.1-mini","forward",80,"gstric_cancer","Option B","certain","I prefer a guaranteed 500 recurrence-free days rather than risking no recurrence-free time at all."
"p_0.00_ce_1000_doctor_gstric_cancer_70_reversed","doctor",0.0,1000,1000,"gpt-4.1-mini","reversed",70,"gstric_cancer","Option A","certain","I prefer the certainty of a guaranteed 1000 recurrence-free days over a drug with no chance of benefit."
"p_1.00_ce_1000_family_colorectal_cancer_80_forward","family",1.0,1000,1000,"gpt-4.1-mini","forward",80,"colorectal_cancer","Option A","risky","Both options guarantee the same outcome, but Option A's phrasing suggests some uncertainty which I might prefer to consider as a realistic understanding of treatment, reflecting my cautious nature."
"p_1.00_ce_1000_patient_lung_cancer_70_forward","patient",1.0,1000,1000,"gpt-4.1-mini","forward",70,"lung_cancer","Option A","risky","Both options provide the same outcome of 1000 recurrence-free days with certainty, so I choose Option A as it is straightforward and reliable based on the information given."
"p_0.50_ce_500_doctor_colorectal_cancer_60_reversed","doctor",0.5,1000,500,"gpt-4.1-mini","reversed",60,"colorectal_cancer","Option A","certain","I prefer the certainty of guaranteed recurrence-free days over the risk of receiving no benefit, prioritizing quality and predictability of life."
"p_1.00_ce_0_family_colorectal_cancer_70_reversed","family",1.0,1000,0,"gpt-4.1-mini","reversed",70,"colorectal_cancer","Option B","risky","I would choose the treatment that guarantees a longer recurrence-free period, as quality and length of life are very important to me."
"p_1.00_ce_1000_doctor_lung_cancer_60_reversed","doctor",1.0,1000,1000,"gpt-4.1-mini","reversed",60,"lung_cancer","Option A","certain","Both options provide the same guaranteed outcome, but Option A explicitly states certainty, aligning with my preference for clear, risk-free treatment."
"p_0.50_ce_0_doctor_breast_cancer_50_reversed","doctor",0.5,1000,0,"gpt-4.1-mini","reversed",50,"breast_cancer","Option B","risky","I prefer to take the chance of 1000 recurrence-free days over guaranteed zero, as the potential benefit outweighs the risk."
"p_0.00_ce_0_patient_gstric_cancer_80_forward","patient",0.0,1000,0,"gpt-4.1-mini","forward",80,"gstric_cancer","Option B","certain","I prefer certainty over uncertainty, so I choose the guaranteed outcome even if it means no recurrence-free days."
"p_0.00_ce_1000_family_gstric_cancer_60_reversed","family",0.0,1000,1000,"gpt-4.1-mini","reversed",60,"gstric_cancer","Option A","certain","I would choose the guaranteed 1000 recurrence-free days because certainty provides peace of mind and the best possible outcome for quality of life."
"p_1.00_ce_1000_patient_colorectal_cancer_80_reversed","patient",1.0,1000,1000,"gpt-4.1-mini","reversed",80,"colorectal_cancer","Option A","certain","Both options effectively offer the same outcome, but Option A's wording feels more definitive and reassuring, which suits my preference for certainty in my treatment."
"p_0.50_ce_500_family_breast_cancer_50_forward","family",0.5,1000,500,"gpt-4.1-mini","forward",50,"breast_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days rather than risking getting nothing with a 50% chance."
"p_0.50_ce_1000_doctor_prostate_cancer_70_forward","doctor",0.5,1000,1000,"gpt-4.1-mini","forward",70,"prostate_cancer","Option B","certain","I prefer certainty in treatment outcomes to maximize my quality of life without the risk of recurrence."
"p_1.00_ce_500_doctor_colorectal_cancer_80_forward","doctor",1.0,1000,500,"gpt-4.1-mini","forward",80,"colorectal_cancer","Option A","risky","I would prefer the certainty of a longer recurrence-free period, maximizing my quality and quantity of life despite any risks."
"p_0.00_ce_0_patient_breast_cancer_50_reversed","patient",0.0,1000,0,"gpt-4.1-mini","reversed",50,"breast_cancer","Option B","risky","Even though the probability is 0%, I would choose the chance of 1000 recurrence-free days over a guaranteed zero, hoping for the best possible outcome."
"p_1.00_ce_1000_patient_breast_cancer_70_forward","patient",1.0,1000,1000,"gpt-4.1-mini","forward",70,"breast_cancer","Option A","risky","Both options guarantee the same outcome, but Option A's phrasing feels more straightforward and intuitive, matching my preference for certainty in treatment benefits."
"p_1.00_ce_500_patient_prostate_cancer_80_forward","patient",1.0,1000,500,"gpt-4.1-mini","forward",80,"prostate_cancer","Option A","risky","I prefer the certainty of a longer recurrence-free period to maximize quality time despite the advanced stage."
"p_0.00_ce_500_patient_lung_cancer_60_reversed","patient",0.0,1000,500,"gpt-4.1-mini","reversed",60,"lung_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all with Option B."
"p_0.00_ce_500_doctor_colorectal_cancer_60_reversed","doctor",0.0,1000,500,"gpt-4.1-mini","reversed",60,"colorectal_cancer","Option A","certain","I prefer the certainty of 500 recurrence-free days rather than risking no benefit at all."
"p_0.00_ce_500_doctor_breast_cancer_50_forward","doctor",0.0,1000,500,"gpt-4.1-mini","forward",50,"breast_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days over the zero chance of 1000 days, valuing guaranteed benefit in advanced cancer treatment."
"p_1.00_ce_1000_doctor_lung_cancer_50_reversed","doctor",1.0,1000,1000,"gpt-4.1-mini","reversed",50,"lung_cancer","Option A","certain","Both options offer the same outcome with certainty, but Option A explicitly guarantees 1000 recurrence-free days, which aligns clearly with my preference for assured treatment efficacy."
"p_0.50_ce_0_doctor_breast_cancer_70_reversed","doctor",0.5,1000,0,"gpt-4.1-mini","reversed",70,"breast_cancer","Option B","risky","I would choose the chance of 1000 recurrence-free days over none, as the possibility of a meaningful remission justifies the risk."
"p_0.50_ce_1000_patient_prostate_cancer_50_forward","patient",0.5,1000,1000,"gpt-4.1-mini","forward",50,"prostate_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days over the risk of getting nothing, especially with advanced-stage cancer."
"p_1.00_ce_0_family_prostate_cancer_70_reversed","family",1.0,1000,0,"gpt-4.1-mini","reversed",70,"prostate_cancer","Option B","risky","I would choose the drug that guarantees 1000 recurrence-free days because it provides certainty of a longer quality life without cancer recurrence."
"p_0.00_ce_500_doctor_colorectal_cancer_70_forward","doctor",0.0,1000,500,"gpt-4.1-mini","forward",70,"colorectal_cancer","Option B","certain","I prefer the certainty of 500 recurrence-free days over a 0% chance of 1000 days, valuing guaranteed quality time."
"p_0.50_ce_1000_family_gstric_cancer_60_reversed","family",0.5,1000,1000,"gpt-4.1-mini","reversed",60,"gstric_cancer","Option A","certain","I prefer the certainty of 1000 recurrence-free days to avoid the risk of receiving no benefit at all."
"p_0.00_ce_1000_family_breast_cancer_50_forward","family",0.0,1000,1000,"gpt-4.1-mini","forward",50,"breast_cancer","Option B","certain","I prefer the certainty of guaranteed recurrence-free days to maximize quality and length of life without risk."
"p_1.00_ce_0_family_breast_cancer_80_forward","family",1.0,1000,0,"gpt-4.1-mini","forward",80,"breast_cancer","Option A","risky","I would choose the treatment that guarantees a significant amount of recurrence-free time, as it offers the best chance for quality life and hope."
"p_0.00_ce_1000_doctor_prostate_cancer_60_forward","doctor",0.0,1000,1000,"gpt-4.1-mini","forward",60,"prostate_cancer","Option B","certain","Choosing the guaranteed 1000 recurrence-free days ensures certainty of benefit, which aligns with my preference for maximizing quality and length of life in this serious condition."
"p_1.00_ce_1000_doctor_gstric_cancer_60_forward","doctor",1.0,1000,1000,"gpt-4.1-mini","forward",60,"gstric_cancer","Option A","risky","Both options offer the same outcome, but Option A's phrasing suggests a probability rather than certainty, so I prefer the guaranteed certainty of Option B instead."
